Pre-Prod No.;Product Code;Works Order;Unit Order No;Raw Code;Sales Rep;Client;Description;Qty_Including Waste;Artwork Order;Due for SAESA;Diameter;Material;Length;Orifice;Order;Proof;Proof Approved (Digital);Digital Trial;Digital Trial No;Trial approved;Revised Artwork After Trialling;Foil;Cap_Lid Style;Status;Closed;Repeat Job;T1_Date;Retrial T2;Retrial T3;Retrial T4;Retrial T5;Trial Comments
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
